"Y1"	"Y2"	"Y3"	"Y4"	"Y5"	"Y6"	"Y7"	"sex"
"119"	0	0	0	0	0	1	0	"M"
"120"	0	0	0	0	0	1	0	"M"
"121"	0	0	0	0	0	1	0	"M"
"122"	0	0	0	0	0	1	0	"M"
"123"	0	0	0	0	0	1	0	"M"
"124"	0	0	0	0	0	1	0	"M"
"125"	0	0	0	0	0	0	1	"M"
"126"	0	0	0	0	0	0	1	"M"
"127"	0	0	0	0	0	0	1	"M"
"128"	0	0	0	0	0	0	1	"M"
"129"	0	0	0	0	0	0	1	"M"
"130"	0	0	0	0	0	0	1	"M"
"131"	0	0	0	0	0	0	1	"M"
"132"	0	0	0	0	0	0	1	"M"
"133"	0	0	0	0	0	0	1	"M"
"134"	0	0	0	0	0	0	1	"M"
"135"	0	0	0	0	0	0	1	"M"
"136"	0	0	0	0	0	0	1	"M"
"137"	0	0	0	0	0	0	1	"M"
"138"	0	0	0	0	0	0	1	"M"
"139"	0	0	0	0	0	0	1	"M"
"140"	0	0	0	0	0	0	1	"M"
"141"	0	0	0	0	0	0	1	"M"
"142"	1	1	1	1	1	0	0	"F"
"143"	1	1	1	1	0	0	0	"F"
"144"	1	1	0	1	1	1	0	"F"
"145"	1	1	0	0	0	0	0	"F"
"146"	1	1	0	0	0	0	0	"F"
"147"	1	0	1	0	0	0	0	"F"
"148"	1	0	0	0	0	0	0	"F"
"149"	1	0	0	0	0	0	0	"F"
"150"	1	0	0	0	0	0	0	"F"
"151"	1	0	0	0	0	0	0	"F"
"152"	0	1	1	1	1	1	1	"F"
"153"	0	1	1	1	1	1	1	"F"
"154"	0	1	1	1	1	1	0	"F"
"155"	0	1	1	1	1	0	0	"F"
"156"	0	1	1	1	1	0	0	"F"
"157"	0	1	1	1	0	0	0	"F"
"158"	0	1	1	0	1	1	0	"F"
"159"	0	1	1	0	0	0	0	"F"
"160"	0	1	1	0	0	0	0	"F"
"161"	0	1	1	0	0	0	0	"F"
"162"	0	1	1	0	0	0	0	"F"
"163"	0	1	0	0	0	0	0	"F"
"164"	0	1	0	0	0	0	0	"F"
"165"	0	1	0	0	0	0	0	"F"
"166"	0	1	0	0	0	0	0	"F"
"167"	0	1	0	0	0	0	0	"F"
"168"	0	1	0	0	0	0	0	"F"
"169"	0	1	0	0	0	0	0	"F"
"170"	0	1	0	0	0	0	0	"F"
"171"	0	1	0	0	0	0	0	"F"
"172"	0	1	0	0	0	0	0	"F"
"173"	0	1	0	0	0	0	0	"F"
"174"	0	1	0	0	0	0	0	"F"
"175"	0	1	0	0	0	0	0	"F"
"176"	0	1	0	0	0	0	0	"F"
"177"	0	1	0	0	0	0	0	"F"
"178"	0	1	0	0	0	0	0	"F"
"179"	0	1	0	0	0	0	0	"F"
"180"	0	1	0	0	0	0	0	"F"
"181"	0	0	1	1	1	1	1	"F"
"182"	0	0	1	1	1	1	1	"F"
"183"	0	0	1	1	1	1	0	"F"
"184"	0	0	1	1	1	0	0	"F"
"185"	0	0	1	1	1	0	0	"F"
"186"	0	0	1	1	0	0	0	"F"
"187"	0	0	1	1	0	0	0	"F"
"188"	0	0	1	1	0	0	0	"F"
"189"	0	0	1	1	0	0	0	"F"
"190"	0	0	1	0	0	0	0	"F"
"191"	0	0	1	0	0	0	0	"F"
"192"	0	0	1	0	0	0	0	"F"
"193"	0	0	1	0	0	0	0	"F"
"194"	0	0	1	0	0	0	0	"F"
"195"	0	0	1	0	0	0	0	"F"
"196"	0	0	1	0	0	0	0	"F"
"197"	0	0	1	0	0	0	0	"F"
"198"	0	0	1	0	0	0	0	"F"
"199"	0	0	1	0	0	0	0	"F"
"200"	0	0	1	0	0	0	0	"F"
"201"	0	0	1	0	0	0	0	"F"
"202"	0	0	1	0	0	0	0	"F"
"203"	0	0	1	0	0	0	0	"F"
"204"	0	0	1	0	0	0	0	"F"
"205"	0	0	1	0	0	0	0	"F"
"206"	0	0	1	0	0	0	0	"F"
"207"	0	0	1	0	0	0	0	"F"
"208"	0	0	0	1	1	1	1	"F"
"209"	0	0	0	1	1	1	1	"F"
"210"	0	0	0	1	1	1	0	"F"
"211"	0	0	0	1	1	1	0	"F"
"212"	0	0	0	1	1	1	0	"F"
"213"	0	0	0	1	1	1	0	"F"
"214"	0	0	0	1	1	0	0	"F"
"215"	0	0	0	1	1	0	0	"F"
"216"	0	0	0	1	1	0	0	"F"
"217"	0	0	0	1	1	0	0	"F"
"218"	0	0	0	1	1	0	0	"F"
"219"	0	0	0	1	0	1	1	"F"
"220"	0	0	0	1	0	0	1	"F"
"221"	0	0	0	1	0	0	0	"F"
"222"	0	0	0	1	0	0	0	"F"
"223"	0	0	0	1	0	0	0	"F"
"224"	0	0	0	1	0	0	0	"F"
"225"	0	0	0	1	0	0	0	"F"
"226"	0	0	0	1	0	0	0	"F"
"227"	0	0	0	1	0	0	0	"F"
"228"	0	0	0	1	0	0	0	"F"
"229"	0	0	0	1	0	0	0	"F"
"230"	0	0	0	1	0	0	0	"F"
"231"	0	0	0	0	1	1	1	"F"
"232"	0	0	0	0	1	1	1	"F"
"233"	0	0	0	0	1	1	1	"F"
"234"	0	0	0	0	1	1	1	"F"
"235"	0	0	0	0	1	1	1	"F"
"236"	0	0	0	0	1	1	1	"F"
"237"	0	0	0	0	1	1	0	"F"
"238"	0	0	0	0	1	1	0	"F"
"239"	0	0	0	0	1	1	0	"F"
"240"	0	0	0	0	1	1	0	"F"
"241"	0	0	0	0	1	1	0	"F"
"242"	0	0	0	0	1	1	0	"F"
"243"	0	0	0	0	1	0	0	"F"
"244"	0	0	0	0	1	0	0	"F"
"245"	0	0	0	0	1	0	0	"F"
"246"	0	0	0	0	1	0	0	"F"
"247"	0	0	0	0	1	0	0	"F"
"248"	0	0	0	0	1	0	0	"F"
"249"	0	0	0	0	1	0	0	"F"
"250"	0	0	0	0	0	1	1	"F"
"251"	0	0	0	0	0	1	1	"F"
"252"	0	0	0	0	0	1	1	"F"
"253"	0	0	0	0	0	1	1	"F"
"254"	0	0	0	0	0	1	1	"F"
"255"	0	0	0	0	0	1	1	"F"
"256"	0	0	0	0	0	1	1	"F"
"257"	0	0	0	0	0	1	1	"F"
"258"	0	0	0	0	0	1	1	"F"
"259"	0	0	0	0	0	1	1	"F"
"260"	0	0	0	0	0	1	1	"F"
"261"	0	0	0	0	0	1	0	"F"
"262"	0	0	0	0	0	1	0	"F"
"263"	0	0	0	0	0	1	0	"F"
"264"	0	0	0	0	0	1	0	"F"
"265"	0	0	0	0	0	1	0	"F"
"266"	0	0	0	0	0	1	0	"F"
"267"	0	0	0	0	0	1	0	"F"
"268"	0	0	0	0	0	1	0	"F"
"269"	0	0	0	0	0	1	0	"F"
"270"	0	0	0	0	0	1	0	"F"
"271"	0	0	0	0	0	1	0	"F"
"272"	0	0	0	0	0	1	0	"F"
"273"	0	0	0	0	0	0	1	"F"
"274"	0	0	0	0	0	0	1	"F"
"275"	0	0	0	0	0	0	1	"F"
"276"	0	0	0	0	0	0	1	"F"
"277"	0	0	0	0	0	0	1	"F"
"278"	0	0	0	0	0	0	1	"F"
"279"	0	0	0	0	0	0	1	"F"
"280"	0	0	0	0	0	0	1	"F"
"281"	0	0	0	0	0	0	1	"F"
"282"	0	0	0	0	0	0	1	"F"
"283"	0	0	0	0	0	0	1	"F"
"284"	0	0	0	0	0	0	1	"F"
"285"	0	0	0	0	0	0	1	"F"
"286"	0	0	0	0	0	0	1	"F"
"287"	0	0	0	0	0	0	1	"F"
"288"	0	0	0	0	0	0	1	"F"
"289"	0	0	0	0	0	0	1	"F"
"290"	0	0	0	0	0	0	1	"F"
"291"	0	0	0	0	0	0	1	"F"
"292"	0	0	0	0	0	0	1	"F"
"293"	0	0	0	0	0	0	1	"F"
"294"	0	0	0	0	0	0	1	"F"
